RId,Text,Rating
f0fz9v7aA5ofO6757dFwFQ,"Excellent meal service in in times of covid. Typically, Terra is a restaurant that you have to make reservations way in advance. I feel that the service was...",5
7hy7mGMpAqij6E8lrYBUiQ,"Thankful that this restaurant stays open fairly late during this pandemic, as many restaurants in Boston so close before 9pm. I made a reservation easily...",4
Rdw1jjlzKyNmrd1szAQ9Dw,"Stopped by for an early dinner. Had the Haddock Imperial, which was delicious. 

Much needed restaurant/bar/gathering space in the commercial dead-zone...",4
L117PY3eTm7jyz942_V4Ng,"Last night, tried to enjoy a meal in the neighborhood and clearly things have changed. All the things pictured on this site is outdated. When we went there...",1
5-L6bc9x4EuhkDWQLBYZfw,It truly pains me to give this establishment a one star review. I came here with a friend last night and it was absolute chaos in terms of service. We...,1
tnaBT1wRQNkPKO-mmRqO-A,"We tried their Bao Buns with Tofu, Garlic and Ginger Fried Rice and Udon Noodles with vegetables. 

The food was a bit cold by the time we got home which...",4
eq_se1bKDk6MaN5SUYLEqA,"Myers & Chang is all that and DIM SUM!

I highly recommend M&C take out for a date night in.  As you and your partner slurp down the variety of noodles...",5
YQz5YzFlChcywmkkPBonNg,"My friend made a reservation for us to come here in July. They only offered outdoor seating at the time and it was very limited seating (only 3 tables), so...",4
4YFDGAewFrSIhaqtf-gapA,"Got an order for pick up earlier this evening.  Burger, delish.  Fries, awesome as always.   Buffalo cauliflower, scrumptious. 

Decided to try the...",5
vzaZQy24XZpadALBlK7L1A,"Post-Covid brunch

I would like to get this place 3 1/2 stars.  Went here for a girls brunch date, I felt like there wasn't much Friday with in the menu but...",4
q7iRTfv-afL6CC-lEIIarg,I placed an order for pick up over the phone on a Saturday afternoon and ordering was a breeze. However picking up the order was a nightmare. This place was...,3
Y1QG9TR3Nxf2Hw9gBkuy7w,"This is one of my favorite restaurants; they're amazing with GF options and the food is great. The French Cambodian is unusual, but beyond that it's perhaps...",5
nhbpKJYK9zV7gCViSiY2jA,"So phenomenal - where do I even start? 

I visited The Elephant Walk for Dine Out Boston, and ordered the Rouleaux, the chicken main dish, and the Le Peche...",5
J_JcTcNRj1t2klZ_pmEEpg,"It was so good! We have a girls night last time and the o people serving us were so friendly, food was outstanding and we also tried the desert which was...",5
UjugXLXNQ3nFKaQm719X-g,Idk if this counts cause ive never actually been there but my best friend introduced me to Boom Sauce and let's just say its been an addiction. Then I got...,5
liA-Hohce5AFIB7eMsV_vA,"Hobo chic in the best way possible. Very unassuming from the outside and inside, very kitschy but don't let it fool you. Their beer list is SERIOUSLY GREAT....",5
dC_1nTwB0b7VYsz67xvKqg,"Lord Hobo is a fantastic watering hole in an otherwise quiet corner of Cambridge. It's known for its beers, and for good reason -- they brew a number of...",5
tNVerRr0SnUBlMZMK3NshQ,"Carrie Nation is a large, classic American restaurant and bar in Beacon Hill that is casual. The service is excellent. One night after work I had to get...",5
FPOm8WV6O9BIzlzJni8hVw,"This review is for the Drag Brunch which I would HIGHLY recommend. 

If you plan on attending not only do you buy the tickets to the show, but you have to...",3
1YX2okBD4RtURtCKGCIvoQ,"What a cute little cocktail club in downtown! This is definitely an underrated spot, but it is a great place to grab a drink whether you want it to be...",5
Sa5xHAcl2IiX7cywIUSCpQ,"Oh my, I love this place. I've been coming here for years and clearly I'm not tired of this place yet. I've came for date nights, work parties, lunch date...",4
oucTzZ5f3mtuZ-mvN_sqLw,"I came to Earls today for brunch and I was not disappointed. My server, Selena, was the sweetest! With COVID happening, Earls had shields up between booths...",4
JiXsPvNtdyqRkEXizC-JFw,This is a good place to go for a lunch or a casual weeknight dinner. It's a Canadian chain with a bar/steak/sushi menu. I had the poke bowl last time which...,4
cTY5X43pGnb1Knx4xx9mbA,"This is your run-of-the-mill hotel bar. I never tried the food, but the drinks were just about what you would expect, although at a slightly higher price....",3
k891kLxOc9bTj8xOB78nrw,Great cocktails and atmosphere. Very chill vibes and activities at the lounge. Really cool and trendy place to go grab a drink and appetizers.,5
8QSV1T7poPiKONjsyD7czA,"We stayed at this boutique hotel for a few days and it was lovely. We enjoyed going downstairs for a few tapas, cocktails and nice atmosphere.",5
DTrqhhuaD1neQCxZHFrbDA,I finally returned to Waypoint yesterday since the start of the pandemic. It is one of my favorite date night restaurants near Harvard Square. We enjoyed...,5
wWvmvrf2YksvtwE7-hWgmA,"The food was good. Service was good.  Company was good. location was good. 

Do check your credit card receipts.  While doing taxes I found that my very...",3
eX7yjytn6XdiM84eYYUY2g,"Came for the great food and $1 oysters, came back cause of Tony the bartender. Great food great staff.",5
xquKbv2-1B3TN11gPE5WcA,"Not a bad spot to get all kinds of Asian food in Southie. Like many Boston sushi places, I thought the prices were steep in general and for the quality...",4
jhSJ7XNSDk382OLB2ReDBg,"If you're looking for a fun night out, good atmosphere and some Asian mix cuisine, I'd say this is a decent spot. Overall had a good time here but wouldn't...",4
IE_5ewdQE6SP1EW8Wyr0lQ,"I've used Caviar to order from fat baby twice.  The first time food never arrived, was moved to 5 or 6 drivers, I had to call Caviar for a...",1
V7bI9BQA8PT_Hs7qBjmAgQ,"It must have been incredibly difficult deciding to open up a restaurant during Covid, but I'm so glad they did! Both the bakery (Cafe Beatrice) and the...",5
WN7Cv1dXljbN2O0UXb1Ahw,This is the place that no one knows about yet and if it weren't for covid it would be impossible to get into. All I can say is you need to sit at the bar...,5
KxdceIvHL4KOjt4wZlz89A,"The Lexington is finally open!!! We've driven by so many times eagerly awaiting for this moment. Despite the less than ideal pandemic environment, The...",4
QMxcgsCzx0UPd99rNJI_Ww,"I was hesitant to try this place after reading the reviews, but it was pouring rain and I was exhausted and this was right next door to my hotel so I gave...",4
IbZ2xeaarOkIFNQmTx2KDg,"Great service! We came in twice during our weekend trip as it was next door to our hotel. Great staff, great service and the food was really good! I did the...",5
jJdS0FCxhSh3CMFxXkxaRQ,"Good service, cold beer, ... Chili was meh. Other dishes pretty standard. Probably not returning to any spot since I don't live here but I'd come
Back here...",3
Qbw7i3hXxMXcn1NtIcNY4g,Our one food stop for Massachusetts.  We heard about Boston's deep fried Fluffah Nutta and it did not disappoint.  The cod was delicious with the yummy...,5
nY-DJPRrBiKFd_ysad84Lg,"Covid-19 review: First things first, I live right down the street so pre-quarantine this was one of my weekly spots. My word of mouth review to friends...",5
WOMU_6UADqstC3oNv85Btg,"A really cute and fun-looking place very close to the water. We sat outside since it was a nice day, and were well distanced from other tables. 

The food...",4
Wb8RJMa8fYhqqK5ps_pTDQ,"New Year brunch!

Outdoor patio is open with heat lamps. Pay ahead at the counter and food and drinks will be brought to your table.

COVID review: Mask...",5
P3nX_nduxWgJylwQhEJ4Tg,"Overall: good food & good cocktails with outdoor seating. However, there were a few rats that ran past our table. 

COVID Prevention: masks must be worn....",4
UiXL4tUalqMLn4FtbRsynw,"Read as: 3.5 stars 
Loyal Nine was my first experience dining out during the COVID pandemic. We came here for brunch on a Saturday and made a reservation....",4
JK5zWSlmNcAA5uiejpVKLA,"I know that I had a very critical review of Club Cafe from couple years ago, but I've been here a couple times since then and things have changed. I went...",4
2exnaIooRAI_HEkrV89nJQ,"During times of COVID we all know the requirement of ordering a food item in order to have drinks. I skimmed the menu: flatbreads, nachos, calamari,...",5
PkeWKxp0BIEtzZ7jb6e7mw,Have been here 3 times since they've opened up due to Covid. I was never disappointed before covid and I'm not disappointed now. The service is good as well...,4
J-YCiCpp13i50XNZmySlmg,"Best takeout I have had in months! Can't wait to try Ilona when restaurants re-open.



I tried Ilona originally because they have Imeruli Khachapuri, which...",5
z21FqLN7pDajKArVy4lq4w,Picked up from here during covid. It was all awesome. The Georgian cheese bread with mushrooms and greens was a highlight as well as the cauliflower side.,5
hHueEUFMYlHIW3fvrsEc_Q,"It was my first time back here since COVID and it doesn't feel any different. The food, drinks, and hospitality from the staff are amazing! They have a...",5
NCX4ar0Ta_EHzpwnFryitg,"Omori Izakaya is, in my opinion, a place that hasn't gotten the recognition it deserves.

My friend and I decided to come here for dinner on Wednesday and...",5
MORInSKEl3JlSXVBH4b8uQ,"I love this restaurant for delivery during quar. The fish is delicious, some of the best quality and freshest I've had in the area. Their special rolls are...",5
FF5bfrUzaUJkhWLviUL9FQ,"Normally I don't go to restaurants near my house, because if I am home, I can just cook anyway. But this restaurant is an exception! I went here with a...",5
7dL-k-KSgxNCHc_WvaY3kQ,"I've been here twice, once for takeout during quarantine and another time dining at a table a few months before. While I enjoyed the food at the table...",5
G2l1EIV6YcqxZMbdPFG9TA,"Several weeks into the lockdown, I wanted something special, a really nice dinner date for myself and my husband, and turned to Fox & the Knife delivery- it...",5
WA6pSAtB5ltRbb2FJuJL3g,"Declious food, great service, and clean! 

Ordered via phone, quick, easy, informative.
Easy pick up. Everyone had a mask on.
Food was declious! Loved the...",5
SE9m1K6crak5FLXuMLtklQ,"*Review based solely on FOOD* #theuglytruth
Presentation: 3.5
Texture: 5
Taste: 3.5 
Would return? Yes! 
So many things to say about this place but let's...",4
SkNqN2RU0ubrCP1yTNQqdw,"Open for outdoor/patio dining as of September 2020.

Had a fantastic lunch at Joe's today! They've done a great job of reconfiguring their space for COVID,...",5
Dc0nlBZt8_NZeye44aA-vg,"Went for brunch, alcohol not served till 10:00 as a heads up to early birds. Front room has great view of Newbury street! Rather expensive for moderate...",4
AZiINdGHL8F5CpKI_n1uFA,"Popped in here for lunch on a Saturday afternoon; felt clean and safe in terms of COVID protocols!

We had the Everything Bagel Popcorn and Pulled Pork Mac...",5
CGH7rJmMWNzdf7vhRz0cHQ,First time at Stillwater and will definitely be back! Had the classic eggs benedict at brunch and was not disappointed! Everything on the menu looked so...,5
O-_4xQxYRgnwQVCjRpjABg,I've loved Stillwater before Covid and continue to love it now. Everything here is amazing but if you can get their dumplings they are life changing. I...,5
hr_DJHDeWDLPL3Oe4ksJlQ,WHAT. AN. EXPERIENCE! This place wins the bomb.com award for 2020. There's still a few weeks left in the year but with holidays and covid numbers I think...,5
Crghu3laf4C2TJyuc92EIA,"This is my new favorite restaurant in Boston - I'm obsessed with SRV. I've had three amazing experiences here from start to finish. 

SRV is in an...",5
1D3Ei4RjBplsjr7CanRpTg,"This restaurant has been on my bucket list for quite some time and I am so happy that we finally got to check it out. Hence, it was only for an after dinner...",5
R_mkG8uDRZzn4oqDTNZmUA,"Come here after WAKA Kickball. Friendly atmosphere, cheap drinks, good people. What's better on a weekday than beer and sports.

www.kickball.com",5
TPIQsQd3uqdUC07CoMBngA,Love this place.  I come with a lot of friends regularly.  It's become a tradition.  The staff is super friendly and makes an effort to get to know you.,5
rEME3S3eM5diXHfhl-K7zw,"Samba is not bad.  It's small but it's pretty fun! I go there with our kickball team on weeknights and since there are a bunch of teams there, it's really...",4
euhPfh3VpYxdCYb06CVcEA,"Naco Taco has become one of our top delivery go-tos since COVID. I've never actually dined on premise, I've only gotten takeout or delivery but have been...",4
j4xYyub5oGRsws68Ha4xrA,Love this place I'll drop all my money here easy lol.  I'm sad that brunch isn't on the take out menu for now just cause I don't feel comfortable sitting...,5
9Hdeb6RokG9pNpfOlSQqwA,Have been here twice for dinner and weekend brunch. Both times have been good and enjoyable. They have your typical options for a Mexican restaurant....,4
dL3cZrC87UmmgAdQvERprQ,"After living in the South End for 3 years, the first time we ordered from Kava was takeout during COVID. Go figure! We did a little faux date night at home...",5
hyyVChPwaBRxARhL9nCBEg,Delicious food! Very positive experiences both in person and for takeout. The outdoor tables were well spaced out and there were heaters. The food tasted...,5
g9eUOEXwO5v1B7Ieoy9vKQ,Hands down the best Greek food I've ever had (and I'm Mediterranean). I've been here twice and both times the food has been incredible. I sat outside once...,5
vc85voC_567ZXPn1gcwtZQ,"I've always loved Fire & Ice and the great moments I've had at their restaurant. Due to the way that the restaurant works, I was a bit nervous to dine here...",5
0vRtxOJ7i_SgKgVydxdPGQ,"They are trying to make it work.  Tough to do Mongolian Grill where watching your food cook work with restrictions.  They are trying, so I give 4 stars....",4
M2_z89EMKZsAcBejWzLXIw,"Please close this place and put it out of its misery. Oh where do I begin???

I walk in with my family and the first thing I am told is that they need to...",1
DkNMuWq-yLg1avNUeSDTbQ,"First time back since Feb 24.  Before the COVID Hammer went down...
My GF/I were celebrating our 3rd Anniversary so we went to our fave place in Boston on...",5
kp2tYct34VQyAB50ioFTbA,I've been eating at high end steakhouse's  since I was born and even at my favorite (Ave and Louie's) the hostesses are always bitchy. On this night of...,5
o4WvQLLZJ6J-mrTYE_zPrg,"Went here last night for dinner and it was great. Great classic steakhouse style design & ambience, extensive menu for steak and non-steak eaters alike, and...",5
0l8tYsLZ2xkjhy4GIlXnsQ,"Publico does not get the Southie cred it deserves! It is so delicious, drinks are spot on, and the service is always excellent.

I've been many time but...",5
eHyR_pmgEpi6nsMADoRwbQ,"Omg this place is amazing! The ambience was perfect, food was fantastic, cocktails were delicious and the service was phenomenal. The restaurant is so...",5
52VR9JvOstHX1EBRhxe5tQ,I have been posting so many 5 star reviews! So many places have been really dialing up their food quality amid COVID. Publico is a terrific example of how a...,5
Yew0nlII4q9anCU8l6mH6g,"Looked up and saw the Rascal King. His advance man covered the exits. Alone he sat in the corner, back to and eyes on ... regal in the room. Bushmills neat...",5
XmveReqeSeDu-Ns3zIoLpg,"This is a great place to stop for drinks and catchup with people. Service is fast, the drinks list is extensive, and seating is plentiful! 

This review is...",5
1okqI__QjXP0uGzvpR5T5Q,"My waiter earlier in the evening had recommended I stop in at the Last Hurrah for a night cap, that they offer a Boston cream pie martini.  After going for...",5
9JeSN2cTExwpbZSqBjBdEQ,Such a good restaurant! Came in for the last restaurant week and got to try a few fun little items. Everything I ordered was really yummy. The only real...,4
KFcUXvFuyW29doDLT2gafg,"PRECOVID: 

Salad and fish were both mediocre. Decent service. Unimpressed generally would not return.",3
fzym-SAV95w5K1wdcALyNg,Spent our anniversary dinner here. Food was amazing and delicious and our waiter at the time looked like Thor. Amazing service and food. I recommend to...,4
ZLPfxafzIvByR7JXfkS5Xg,Dang y'all ~ Sonsie doesn't joke around when it comes to good brunch food. I love the creativity in their brunch cocktails and the overall French bistro...,4
3IB98NBaXHU_HMbEUmOAGQ,Went for dinner and they were doing a great job w/ COVID dining practices. Sat outside and had the incredible Peking duck breast meal. The duck was cooked...,5
7jt5aKCvRvQMVa5P9vl36g,"My friends and I went to Sonsie for a Friday night dinner/cocktails and were seated outside. We all got cocktails and I chose the Naked on Newbury, which...",4
70KSadOar9vyLxuvKM-1ZA,Really delicious lobster Mac and cheese with a wonderful amount of lobster meat!! It was also topped with cheez-it crumbs instead of breadcrumbs -- YUM!!...,5
R73kgATaDisSECyHOqLm5A,I'm a huge fan of the fish tacos at Local 02045...and the view obviously!   I was reluctant to order the fish tacos for takeout but I'm so glad I did....,5
U61VcNfE3qwrkivQuYdSAQ,First time visit was a nice spot over looking the water. Service was slow but not terrible. With COVID going on we gave them a pass. Food was very good....,4
UYH-DObyMV3ubkoLSaHKWw,Another amazing date night down on seaport! Started out here for some nice drinks and a light meal before venturing out. The spot is nicely set up (for...,5
QfDg2ZDuF26xkhzEdmsr5w,Living for 10months next to this amazing place I always wanted to try. I tried it today and it is an amazing place. Before covid it was indoor and the...,5
Z6LJi9EVrKSgkoqE_6_hkA,"Very impressed at the technique on their classic French omelette, especially given how small their kitchen is and how busy the restaurant was. All of the...",4
kjf-eNsAgkBwQ77uS_ijYQ,"Went here with my boyfriend for dinner and drinks. A fun atmosphere even during covid. Friendly staff, good food and drinks. Would recommend :)",5
XsquZ5kfTyAdbd9Km8485g,"Had brunch in their super fun igloos and we were all over the moon. The food was delicious! The igloos were very warm, even opened a window at one point....",5
WEUT-jmPYJfmeU0gOQVW6A,I was really excited to go here after looking at the menu but was pretty disappointed with the food. I ordered the steak and egg hoagie and was served steak...,2
c0N5YJROnLIR339pP7_12w,"Before you read on, note I had never experienced clink prior to covid..so what I'm used to is the ""new normal"". The first time I visited I had made a...",5
143Wi2_5YrNCW_rm73G-Zw,"I was staying at the hotel and came down for breakfast before we checked out. Since we were there on Sunday it was brunch.

They have a pretty standard menu...",4
mC9pH492RV1HvhPuB2xc7g,"Such a strange experience all around. From being greeted by the hostess who made us seat ourselves (with a reservation) in the hotel lobby, to the waitress...",3
90cGlcRHq3bpgJ2hJchCnQ,Nothing to say here that hasn't already been said. I lived in Buffalo. This is the best buffalo bone in wing you're going to get in the greater Boston area....,5
_M32zla_IAuUH4Q5tO7-WA,Best wings around hands down. Chipotle and Honey hot have been our favorites for takeout during quarantine.,5
ULZpxYmU3MkSqf6NUTl6Qw,"Been to Buff's probably close to a dozen times, and while each time was great, this will be my first review. I live only 5 minutes away, and because of...",5
A8RM39MqDjEBfpuFznxnSw,"Had a reservation at 5. We arrived right
On time and we're seated immediately. The hostess treated us like she was expecting us. Being from another state,...",5
VJckgxlr55FaslGZ7tVVzQ,"I love love love it here!  The chicken is fabulous and the pasta is amazing!  I've eaten at this location or gotten takeout from it many many times, with...",5
ZBkAXvld0DVebuCwRxgxXg,"Small restaurant in the south end, but such great food and wine! Started off with some tasty bread and olive oil and then ordered the roasted cod....",5
IKf1pkrX-MUnx4cq5PQCGg,"There I was, 2 young toddlers and I. Walk into the place....gasp! Everyone taking a look saying ""fuckkkkkk, little kids that are gonna yell and ruin...",5
_ORUsTv8J0oDaCgOwKv2vg,Capo has great Italian food. I'd recommend splitting a jug of wine if you and your party plan on having more than one glass. They used to have the option to...,4
D5Dhkpr9hgI6nXMvNf2RAA,"The Capo ""pasta kit"" is great value for money and tastes delicious. It's only $15 and you get a decently filling meal that's fun to make. Highly recommend,...",4
HRcAY31C9wVPDxA6cS646w,"Ordered takeout from Fuji for lunch. Everything was well packaged and delicious. I especially liked that they had a no msg option when I made my order,...",5
LuvHeLUQK76ctCefNety9Q,"This place is fantastic. We once ate there a while back and loved it, and we've now ordered takeout from there a couple of times in the past couple of...",5
mmt0-cmclu5A2O2Dmop6Mw,"Note that my order did not come with wasabi and you may want to request when you order
Fish was just okay 
Nice people",3
Q7JLfnE15ekBEewTAE58PQ,An excellent small-town-feeling Irish pub. Great interior with historical Guinness and Harp signs and many more. Wonderful old photos and literary snippets....,5
NJCtz7EKF-7yIaeC8j0Cnw,"They tout a very appealing lunch special, a cheeseburger & fries for $5ish, if you order a drink. You wont see me pass by a great lunch special, especially...",4
-uv7WYhzMm_DliArAM5hwQ,I would have too say this is worst Bar in Boston. They do way 2 much profiling of customers and their racist stay away!,1
IyUveNwFqUTbPUSdCeZLZg,"Home for the holidays, I decided to take my boyfriend on a tour of my old musical haunts.  Having loved the Lizard Lounge's dark and intimate feel as a kid...",5
TJ_pQrYXGCs_T_WRACAVcA,"I love the Lizard. They put on great shows, have delicious food and drinks, a friendly staff...what more can you ask for in a local, live music venue. Keep...",5
Rpex7mZgd0dJmVRV0BM1fw,"I will freely admit that I'm not really one for going to shows, but I would see a tone deaf high school screamo band at the Lizard Lounge.  This is by quite...",5
vk3rs0Bvdk5SbdSeMrP3FA,"Have loved this spot for years, and it's the only place I'm comfortable going during the pandemic - lots of space, adherence to rules, and a wonderfully...",5
dbZrgNPRQkml4LEYjAVxLg,"Always a great time when I visit! I used to work right by this great restaurant and after I left, I still make time to drop in for a cocktail and great food...",5
uAtKu4625yqnc8mZJHIT8w,A nice Irish restaurant/bar off Devonshire.  This place gets busy during the week with all the business travelers.  There are a lot of get-togethers and...,4
7eboD1FEA-21Q2bO2wkKSQ,I absolutely love this restaurant. Every time I get it either dine in or delivery I am always happy with my order. Their margaritas are amazing even when...,5
1oK_VD6uIU4ut2enAkSdpg,Super accommodating and friendly. Great tacos and drinks. Clean and sticking to the regulations for COVID-19.,5
TfViCPrYQQ6Pe3lfe8wZuQ,Yellow door has always been one of our FAVORITE taco restaurants ... and their take out opportunities during covid-19 have made them even more of our...,5
8tIAXjmd6oQYu-QY-1a90g,"OPEN DURING COVID, both inside and outside.  Masks required when you are not seated.

My first visit back since all this started, and how I missed you...",5
FeUQCgltp1hHgX8W0Yt9UQ,We went a few weeks ago. We were in town for hubby's 50th birthday and this meal was the first we'd had indoors since Covid began. I was admittedly a bit...,5
RnyXDLlRFgJW2oai9gwXLQ,Visited during COVID and sat outside at a nice patio with relaxed but very attentive service.  Ask for Olga as a server - she's the best!  We splurges with...,5
uBTSNvAmHxkMQu1LPY1aDg,"I ordered take out via the restaurant's Toast page.

The order arrived roughly an hour later and the delivery person was really nice and called me after...",5
sVr1m5jwltJmIpjIbbVP-g,"This was our last meal outside before Covid, and we still think about it. They have such delicious cocktails and Thai dishes. A lot of the dishes I haven't...",5
NaqWzOibxRc5RK-I0qYrhQ,"They're open for takeout and delivery! Yipee!!!

Mahaniyom is DELICIOUS. We got their crab curry [$16] (spicy, rife with umami flavor, creamy) and their...",5
YpZsgjBnVWg3muTVnSRHnQ,"My partner and I held our own ""Italian restaurant week"" for our birthday + anniversary celebration and out of the 7 restaurants we tried this week, this is...",5
1c-f7YL7bnhEUvlbFaDbPg,"Dined in during COVID - was able to make reservations online through open table. 

The lobster gnocchi dish was delicious and I highly recommend. I think it...",5
gWmLJPuwXLlGuRDrRW7oOA,"Sorellina food, staff and service are simply superb.  In my opinion Sorellina is the best restaurant in Boston. Tonight, Erica took our takeout order over...",5
jyXiBP_EOZg2of9NzlBZfg,"Love this place! The food is amazing, and the staff are always friendly and helpful. Their takeout option is such a great solution right now!",5
UhdzkUjHDPA-omfwB7QPWw,"Oh. My. God. Tres Gatos is doing take out. Get the 4 course meal. It's DIVINE. If you miss fine dining, this is the cure.",5
n-x7bhfbe2tje2GKfwG4_A,Love this place. The outdoor section has been great during COVID. Staff is always attentive. Thanks again for a great meal!,5
vH6wiWyApuyvWOipCfDKxg,Such a cool addition to the library! I did feel weird asking for the bar upon entry and walking through the library to get to and from the bar. Hopefully...,4
WVEQzBvILPVKzULgoCZ-LA,"Have yourself a lovely, literary evening at The Map Room Tea Lounge!

On a Thursday night around 7:30 PM, our group of 3 were seated after waiting about 15...",5
WvDJScyVgRRXsHyxz3GAuQ,Beautiful cafe within the Boston library. It's the perfect spot for refueling when you're studying here. However be aware that you can only bring your...,4
VIBfbGDyenXShlBZf933RQ,"Where do I start? Well, I actually stumbled upon this place. I was recommended to go to ""Howl at the moon"", but it wasn't my vibe. I was looking for...",4
FynOuX3NigLM3i0V0NAYzw,"Great spot to pop in for lunch, dinner, drinks, etc! During the day it was filled with people having lunch and enjoying each other's company, which is...",4
xqHw5yHWcu1_kindO1nwrg,"I'm reviewing solely based on ordering lunch from here via the Ritual app. I searched Ritual for tuna poke because, well, I love fresh tuna and could eat it...",3
Jejq17e3oyVJ0RNEAmsAXQ,"below in the picture is the bar tender prime time George and the models top hit playing dj aka ""DJ DAVID"". he tears the friggen club up with his hot fire...",5
5z-MJgvz9xBUpNOxZOMB5w,"Sometimes they have chili for the hot dogs but you have to be brave enough to ask. I love this place, it opens around 7:30pm and stays alive until 2am....",5
xrxB7yBV8lJj0uo7htUNAA,"Something Missing

Sadly this place has all of the makings to be one of the best dive bars in the area.  I have a feeling 20 years ago it probably...",2
hr-O1r9DjftY7sbJ3pICBQ,This place  is a  gem. I stubbled upon this restaurant and I'm so pleased that I tried it. It was an absolute pleasure dining here. The staff are all...,5
WEwWJcVI_xu8uswPN2gtaw,We had the most unbelievable dinner at Servia last night. The service was absolutely incredible and it truly was one of our favorite dining experiences...,5
ua2D1rDVH9g6Q1VxJ0fXHg,What a fantastic new restaurant!!!  Derek who took care of us was fantastic and gave great guidance on the menu. Highly recommend the mousssaka and...,5
kAHdDpCuqJ6g7AnZctKYHg,I ordered with UBER EATS and everything came still very hot!!Everything was still fresh!!The packaging of the food is amazing!!sorry for all the...,5
T7ZyQm6e2Br9ayEugmyDEQ,Have driven pass this place dozens of times and didn't think it eould be worth trying.  Oh how wrong I was!  From the meal (steak with criolla sauce and...,5
l-ycFurFj0OGXkTSBg87ZA,"Went to grab a quick bite to eat, place was clean the beer was cold and we had a sampler with fried pork, chicken, pork ribs, sausage and cheese with their...",3
EOZI9hbS1lg7GcDFe2gimQ,"I had a delicious takeout experience with Suya Joint last night. The fufu, Taushe stew (with chicken) and the jollof rice with sweet plantains were...",5
u1kZv3SOp013V61ibc1qOA,Amazing!! The food came on time and it was so organized. I got two types of soup in two different types of fufu. Both were great and I am so amazed by their...,5
-6zpDNOXfpL3rexJn3wIEQ,"I love African music, culture, and clothing but never tried the food until today. This place is the bomb.com/amazing.

What I didn't like is very small but...",4
LTF6hJ4WmXfE41AiWVRKRQ,"Came here for an oyster happy hr and had a couple drinks which were delicious. This was back in 2018 when i visited a friend after work, but the staff was...",4
CbvjRm7W3nVHHTXx3jPBIQ,"My boyfriend and I came here for restaurant week, and boy, lemme say this is the most disappointing meal I've had in my life. (So maybe don't come during...",2
GrCFvxyVRMr5w0UC9UkWcw,"Been scouring for a decent Boston happy hour with oysters, and Marliave is the place to go. Their happy hour is daily from 4-6 pm (and 9-10 pm), complete...",5
2QaE9LAdZ6JmvUdM6ryAGA,"My new fiancé and I had dinner at our favorite seafood restaurant in Boston, B&G, the first night of reopening during the pandemic in 2021. Unbeknownst to...",5
lKZu97ZrbOWv-jseYkI7jQ,What a lovely establishment! I really really wanted oysters for my 30th birthday and was having a lot of trouble finding a place that could deliver them to...,5
YrQm_h6DhqjYOkvMbCif6A,"I visited B&G Oysters on a warm day last weekend and really enjoyed their outdoor dining experience! Our waitress was very kind and welcoming, and there...",5
Y_CluFYKtdEa4hZVEjyJwQ,"Picked up 2 entrees for takeout. Slight delay upon pickup (5 min?) and we excitedly dug in at home. The Creole Jambalaya was outstanding, flavorful, and...",5
J2SxHPXYsGDGsHOGpDJFnQ,I ordered a neighborhood combo meal ($15) with fried catfish strips and cajun fries for takeout today. My friend ordered the same combo but with molasses...,4
VRpWhMlzbdNkmPXhOuo-Lg,"This is a review for delivery/takeout obviously, because of quarantine. Though we had a bit of a delay in getting our food, it was well worth the wait.

We...",4
8MnbMHglg8B_18jwxFg6kg,"First off Saloon is in Davis Square and Davis is awesome! So much to do and eat. Really hustling and bustling part of Cambridge/Somerville.

Saloon is kinda...",5
6YoBkL3DdcWhujpJsgQ3vg,"I wish yelp was able to provide more flexibility in providing ratings- I'd give this place a 3.5.

I've been here a couple of times and it's time to write a...",3
lyDzPnSvy--VXveX0NiJ_A,"Two of my coworkers know that I like crafty cocktail bars, and recommended this place. I decided to have a go of it, and was not disappointed. 

I gotta...",4
Cg4CPAoU8SjFn59hx51wJQ,We ordered dinner take out from here last night and were really impressed with the food quality! Unfortunately I had to take one star off because of the...,4
c-D8NBxjZ1nu8kPwTM7qAA,"OK before we get into the meat of this review I feel inclined to warn you. If you are thinking hmm I like spice, maybe I'll try the nashville hot chicken...",4
lq43F8LbN14QFYYd7tXB9w,"As good as always even for take out. Soft biscuits, crisp chicken, excellent sides, succulent ribs and Nashville chicken almost as hot as that in Nashville...",4
yru0NL8y_btC4OngD2MA-g,Was super happy to find this place open for brunch on Sunday great food great location and great staff.  Providing an upbeat and safe atmosphere during Covid,5
Gaag4cX6Ei76Bp_-LHe-HQ,The food is amazing but it's really really pricey for the amount of food. Maybe the ambience is different outside of COVID but personally I would try out...,5
yBjR7rmH0zIHX1g4eTTWiA,My husband and I ate here a year ago or so and loved it. We recently ordered takeout for a get together at our house with friends. It was perfect - the...,5
S11Ctt5ciX6vT5eKJKvtLQ,I came here for restaurant week and had a pleasant experience. The dining room was well spaced apart due to COVID service guidelines so it gave it an...,5
QMSnhBGP4nJmseg-KGAT7w,"Went during COVID, social distancing was well into effect and I feel like that contributed to how quiet the place was for a Friday night which was nice for...",5
DfJ3rbdCNqc41QJCZR6UVw,"I'm super annoyed with this place. I would say I'm a pretty honest person on this app and I'm a huge foodie.

I came to Strip by STREGA with a couple of...",1
GtbpXIfukTqzM1kfULQgew,"Amazing everything... If you can afford it, stay there every time!
Great spa, pool, gym was tight though.
Staff was too notch accommodating and friendly!!...",5
