id,RId,Text,Rating
i5YmaCCuOm6b5_5uilFKtw,HRR5T_yx9h6GEzlQC6Tfhw,"Great food, great beer, great service. Looking forward to going back again. The chicken and waffle sandwich was delicious and my boyfriend got the hamburger...",5.0
n4XrNsqY2Oi1DB7-2hJzTw,NnEbI98eoVurxd5dwXgybg,"So good news is because of COVID there are a lot of spots to park next to the yard house! yay!

I went here for the first time with my friends visiting from...",4.0
n4XrNsqY2Oi1DB7-2hJzTw,ZQuG9XxlBHzIxYcKi24_bQ,Here is a place that never lets me down! Yard House is one of my favorite place to get together with friends when I'm in Boston. I like it because they have...,4.0
n4XrNsqY2Oi1DB7-2hJzTw,EaTPHDmPwGrb7H16M6vgPA,"The food at this place was really good. However, it seemed super packed given that we're still dealing with COVID. We ordered the Bavarian pretzel, truffle...",4.0
ZepRG9iVXXA-u3gH5C-UKA,W2bDH7NNIa45TMcJW6Byeg,Exploring one of the most walkable cities in the United States certainly builds up an appetite. Thank goodness for the delicious food at Solas to kill those...,5.0
ZepRG9iVXXA-u3gH5C-UKA,xIysyifk7_rOJweGnRRNKA,"Definitely a great place on famous Boylston street,  one of the best pints of Guinness in the city too. Visited twice in the last few weeks.. They operate...",4.0
ZepRG9iVXXA-u3gH5C-UKA,A4SbH2t_3P1_ds_t2WHcoQ,"We got 2 four tops on the top floor. The young adult/teenagers sat at one table, parents at the other. Our friends were in town to check out colleges. The...",5.0
MUA4S74hYjUGVtDNf8tj6w,R8bpu7dB3jEXXDL2RkctGQ,"Even during Covid restrictions, this restaurant managed to be cool and fun. Service was great, food was excellent. Figs in bacon a highlight. Tacos and...",5.0
MUA4S74hYjUGVtDNf8tj6w,_h5dNly910h3ORzN9P7zfQ,"We had Sunday brunch here today and it was GREAT! Extremely friendly service, awesome beer list, and delicious food. We had the bacon wrapped dates, the...",5.0
MUA4S74hYjUGVtDNf8tj6w,_4FYjvY3pJKPN-MWkQMkYw,I wish there was a way I could give a 3.5 stars. This place deserves close to a 5 for their beers on tap and local craft beer selection which is usually...,4.0
Sazc1goJzuxaQgluXH8-gQ,aOJkwb3a_TpeYase_iKikw,"If my spirit animal was a bar, it would probably be Flora's. My inner wino was excited to see the cozy little wine bar opening up down the street. My snarky...",5.0
Sazc1goJzuxaQgluXH8-gQ,DeHQWeFJxe9yWbXZLxj_eg,Wife and I heard about this place opening before the pandemic so we didn't get a chance to try it out until tonight. Definitely worth the wait. The staff...,5.0
Sazc1goJzuxaQgluXH8-gQ,F0b4Bg54qVClTJU7ZoBiNw,Had such a good time on one of my rare nights out during Covid times. This wine bar was perfect. It had a great selection of wine. Loved the chef's...,5.0
HCHxbmFDip0E51onVkcnZg,2POfpADwiIe2EW91YRGj_g,"We are going to this restaurant in the middle of Covid and we feel very safe. Everyone is masked, we are seated outdoors, and every table spaced...",5.0
HCHxbmFDip0E51onVkcnZg,DzXa3mPYu87Y52N15Hm0BQ,Wonderful! We came here for a company dinner. Their set up outside for COVID is beautiful and the service was very efficient and pleasant. We were sitting...,5.0
HCHxbmFDip0E51onVkcnZg,0GCNOMEhIctFN3u8zT52eg,This is one of the best places I've been in awhile! Drove by it one day and have been wanting to go over since. They have super cute outdoor area (wish I...,5.0
lcarZ5Oj_pWYoENAEK2t8A,xfuyGX7I9Hz6Qmf2Y_6PZQ,This place always delivers! Food is always fresh and tasty and drinks are always great too. First time sitting indoors since Covid and have to say that I...,5.0
lcarZ5Oj_pWYoENAEK2t8A,GSUdHClRkruBGrQPG-rexg,Had a great experience on Friday night. All the staff were masked and following COVID guidelines. Was lucky enough to get a seat on the patio. The hosts...,5.0
lcarZ5Oj_pWYoENAEK2t8A,sQCQbDW31BFw9f71JbZRsA,Since I moved to Dorchester this location has had amazing service--super friendly waiters.  Very clean establishment and tasty food.  I have yet to be...,5.0
25sny_QPRSFNxCPqu1oRqw,NKxn3uyXmnRmP77ZaK4ZTw,"The patio was perfect for COVID-era outdoor dining! Bloody mary (requested extra spicy) was delicious, as was the eggs benedict! Would highly recommend both...",5.0
25sny_QPRSFNxCPqu1oRqw,_YEEKlRCuS6fxNF16cBWdA,"We thoroughly enjoyed date night on the patio here after reopening following covid. Had mussels, calamari and fish and chips. All were delicious and fresh....",5.0
25sny_QPRSFNxCPqu1oRqw,OPZdDdQTrGOG_B8p6WM8vg,"I see this place has so not so great reviews, but I thought it was solid with a few improvements needed. So the inside of the restaurant is small, but they...",4.0
X3ltF7mz6rPCSzRRrZjrPw,zJVkAkue42f0JLIJsiTSSA,"we order takeout from here on friday nights because the food is great and our whole family enjoys it very much. tonight, our order was delivered, and one...",5.0
X3ltF7mz6rPCSzRRrZjrPw,cYl60aHNuhtoz5522uiSqQ,"Born and raised in Austin, Texas...this is the only Mexican food place that I frequent in Boston. During COVID we have been ordering it 1-2 x per week as...",5.0
X3ltF7mz6rPCSzRRrZjrPw,tNyDGxNgvWtR2v_GqZyqtw,"My wife and I have been avoiding dining at restaurants since the pandemic started in March. As Massachusetts is about to start the third phase of reopening,...",5.0
GBsTXDvtuVSM2IC9mFQD9Q,JTNyaa2vhxm4l96kKQXr0Q,My go to spot for drinks after my kickball league in Southie this summer and fall. The server Joy was very appreciative of the business during covid and...,4.0
GBsTXDvtuVSM2IC9mFQD9Q,KAqZHrmT1q3PxpDdxb0Ayw,"This spot is a great, casual neighborhood hang-out. I come every Wednesday night for trivia, and they have hefty gift card prizes ($50). It can get pretty...",5.0
GBsTXDvtuVSM2IC9mFQD9Q,la9XKvBP7A4-TMaIN0yWjw,"Took my family in there Sunday night for a quick bite to eat. Food was above average, However, service was comically bad, I had the asked the middle aged...",2.0
xiHvrOv3lYI4_8bvZEljwQ,z7af-cPwHoqSVD1VTv98qw,"Great little spot, with great people!!! The last of the originals!! I believe it was in the movie "" Gone Baby Gone"" or ""Mystic River"". Two of my favorite...",5.0
xiHvrOv3lYI4_8bvZEljwQ,p120Xq6h11zcCsFP4rQ0sw,"Best spot in town. Everything you want in a bar. No frills, cheap drinks, personable owner. A place where everyone knows your name...after 1 visit.",5.0
xiHvrOv3lYI4_8bvZEljwQ,Ynn4zlKTgnmaKoeux4-bOg,"Best Bar left in southie great atmosphere good honest pour on the drinks 
That's all you need",5.0
UPtndx3jFSyhz7KpBbv8XQ,HWpm085G8lEKze7idL1QhA,"This is for the Detroit style pizza alone! So so good!! Also 5 stars for having a wide delivery radius, very appreciated!",5.0
UPtndx3jFSyhz7KpBbv8XQ,kFl3saoLJMuxdaNloy2ZGw,In my book you only deserve 5 stars for service PLUS excellent food. Avenue delivers in both arenas. We would come here even if they ONLY served their...,5.0
UPtndx3jFSyhz7KpBbv8XQ,z-S196ooKz6NdtNpLFFvKw,"Got take out: Caesar Salad, Maple Chili Duck Wings and the Regular Detriot Piazza with pepperoni. Caesar salad was good, extra thick and creamy dressing but...",5.0
VFvCFOYtyK9ae4Skxvf3vA,gH1cjeXA5MCOTiF9sDxl_g,Super delicious.  Fried chicken sandwich was stellar.  Very cramped location though.  Consider takeout.,5.0
VFvCFOYtyK9ae4Skxvf3vA,UmUS7qBs-ss19IdqMniFSg,I can't explain it but I am obsessed with all the sauces. Faves are curry ketchup and the garlic. Their poutine is delicious and I really love their gravy...,5.0
VFvCFOYtyK9ae4Skxvf3vA,3CJuiEBCRhlIEXoZnizl2Q,"So I actually visited this place during a night out in Boston and has some yummy drunk food of fries and maybe chicken nuggets, I don't recall but it was...",4.0
JdWplSS3RfBFamm4FshtcA,iG0URycwQusPwUe7CW4NeA,One of my favorite places of all time. I am heartbroken that I cannot glean any information on their plans to reopen or how we can keep this invaluable...,5.0
JdWplSS3RfBFamm4FshtcA,kMc_gTTyLBuiFTgBNJF7Lw,"Have been back for many, many more drinks and I love this bar. Cozy, LONG list of drinks, great place to meet up with friends or on a date. Thank you Green...",5.0
JdWplSS3RfBFamm4FshtcA,UxIUoFByDEIYe9qtV59NGg,Very sad to have to give Green Street a 3 star but I have found it to be very hit or miss. I have been here probably close to 10 times and sometimes it is...,3.0
pwejc1NUK6cQz7aK_4XYEQ,_wSyrGX7bGQRCTfT6jENkA,"My friends and I went here last week and it was a lot of fun. Make reservations because it is hard to get into. 

Everyone was really good about wearing...",4.0
pwejc1NUK6cQz7aK_4XYEQ,cYkAbdTOYJa8pSOIxy3cIw,My wife and I went to Alibi on Saturday night after having dinner at Scampo and were incredibly disappointed with the experience. The hostess was very nice...,2.0
pwejc1NUK6cQz7aK_4XYEQ,mk_DoHijgTSJzSYBaQTbPw,"The atmosphere was nice and the fries were good. Other than that, the service was extremely slow, and I was overcharged at the end. My card was blocked when...",3.0
aehgQxttnq8h6LEKsu9T7g,B3HuKoU03dYPHinF5ajjww,"WHY,  WHY does Yelp have a 3 star  rating.  When RATING a Restaurant,  A lot more should be taken into account  than Just the Food.
The HILL TAVERN is a God...",5.0
aehgQxttnq8h6LEKsu9T7g,pL-NMxQGjYhX-8Plw4LbDw,"Exceptional neighborhood bar with an even more exceptional staff. Clean, checks all Covid prep boxes, but somehow still manages to have a bar 'feel' to it....",5.0
aehgQxttnq8h6LEKsu9T7g,vgLsP8KpnfDZb8lWlGzlDw,"Not bad, had the Tavern burger - cooked exactly as request ( medium rare ). Service was fast, though it was a Thursday night. Masks are required when...",4.0
ULGoHTVLp5ZgUEBoxFb4vg,KsgmQkj_IbLNSyw_O3FMUA,"Thanks to the amazing staff at Slades, I am delighted. I called and spoke to Laenah. We ordered the Super Sampler:  chicken, shrimp, steak tips, and fries....",4.0
ULGoHTVLp5ZgUEBoxFb4vg,vK3tkTvln6oiJvXug4lt0A,"Worth it every time, it's something about the seasoning on the meat that bring out each bite. They are opening during COVID with both inside and outside...",5.0
ULGoHTVLp5ZgUEBoxFb4vg,9NG5rhJhOc0YGeaGUqlynw,"If you're looking for comfort food that will fill your belly and warm your heart, look no further than Slade's Bar and Grill. This soul food joint is a true...",4.0
1ormi492NqirB_kU_a8W-w,F2p1OkoDg8NasB4qHKngHw,"I went here for Valentine's Day (I'm late on posting this review, I know!) and was very impressed. Despite being busy, the service was excellent. I'm...",4.0
1ormi492NqirB_kU_a8W-w,ImJoFLrh2p-7jvj37sAoYQ,"Came for Boston restaurant week.

Food is good but not stellar, with the exception of the crème brûlée that was amongst the best I've had. Clam chowder is...",3.0
1ormi492NqirB_kU_a8W-w,HIsNU7h1zOmETlqNLUxX9g,"Came here with a foodie tour and had the sangria. Really nice classy atmosphere, I'd definitely come back for a night out with friends. They also had a...",5.0
EYMC8NHn6U-4WpLo54dQtw,VkWncnkGBjhuJ2U3WHCo3g,"I cannot believe that I've never written a review for this spot, as its been one of my favorite places in the city for over a decade. Pre-Covid times, this...",5.0
EYMC8NHn6U-4WpLo54dQtw,4MnA0b-YzBgsTfu5fiSlpA,They are doing takeout during COVID and the food is just as good as ever. They have a table outside so you don't have to enter the building and the have...,5.0
EYMC8NHn6U-4WpLo54dQtw,AQRympSsvA1kh3-4CMVHOw,Reopened for take-out with a table outside trying to do their best during the shut down. Many don't get how this affects the people that work there but...,5.0
IJ2MnBlIvib0aU2hbmr0hg,arS7p1P9R6VV7Nc-pTAF7g,"Brewer's fork helped me survive the 2020 quarantine phenomenon and I feel very grateful for them. Tucked away in charming Charlestown, this is a local...",5.0
IJ2MnBlIvib0aU2hbmr0hg,AbiKYdExwB49QuUvDCs25w,I took my parents here from CT and they said it was the best pizza that they've ever had! I was so excited to hear that because I was nervous about finding...,5.0
IJ2MnBlIvib0aU2hbmr0hg,EE7P3zqqXm2EfQJ1Oa36vQ,This is our favorite pizza place in the Boston area - a place that finally gets the perfect crusty chewy consistency to the crust. Killa B and the Marge and...,5.0
ek-lwfIZ7b-K31w_x0EzjA,RFLpsXmifHy4amTHb1u5SA,"I came back again with my boyfriend, and this time we sat inside, so I wanted to write another review. They take COVID guidelines seriously inside too! We...",5.0
ek-lwfIZ7b-K31w_x0EzjA,RimGUAqbQa-KzkQn9ENcHg,"Just tried LongCross for takeout for the first time and was very impressed! First of all, when I went to pick up my meal everyone inside was very friendly...",5.0
ek-lwfIZ7b-K31w_x0EzjA,K1WB2YnrbeYuY8ntwWY1Iw,"We just got takeout and it was really easy; ordered online, received email with information and pick up time, and then picked up order. Staff is very...",5.0
SmOX52W6mib-qT7GptyDVQ,UKLhZs-wX725WRU7HHZeOA,My partner and I stopped in for dinner a few nights ago and were blown away by how good the food and atmosphere were. We loved to see the eco-friendly notes...,5.0
SmOX52W6mib-qT7GptyDVQ,k8D77EDQnM7mJ3lqfcHlFg,"Big fan of Brassica here! I went during lunch time for take out.

They have renovated the inside during covid. They have a pick up area with labeled letters...",5.0
SmOX52W6mib-qT7GptyDVQ,fVUdPcruRTyFLSlE0bTGRA,"As any frequent reviewer of my posts know, I like to periodically (annually) re-review my reviews as things can change. Sometimes businesses close, get bad,...",5.0
PLuitJs0KkdjVE8wVlTZ_A,slnv9PO9zsBsE2Yn5jt0zQ,I've always walked by Champions while I'm in the mall and had always wondered about the food they had. They reached out to myself and my foodie partner and...,5.0
PLuitJs0KkdjVE8wVlTZ_A,iUHY54Kj50ERLXh4Gyni9w,One of the better and more modern Champs I have come across during my Marriott stays.  Clearly a great spot to watch your fave team given the myriad of...,3.0
PLuitJs0KkdjVE8wVlTZ_A,CEx50-Z1X8K5mFllbXqbEA,"I had a great lobster roll and chowder at Champions for lunch today!  I am a New Englander now in Florida, traveling in Boston for work and always seek out...",4.0
twXlQB0UMBrAVas53QN9BA,fjQO9HklSgC_Y96HmmuuSA,"4.7/5 but rounding up!

I adore this place. I always forget that pasta is WAY better when you have it from a place that does it well. Dinner date at MIDA...",5.0
twXlQB0UMBrAVas53QN9BA,Vt_ulBt_-JNgMRKsFQytFg,"it is no secret that mida is tied for my new favorite spot in the south end. 

i discovered mida when searching for BOBs this spring, and have had takeout...",5.0
twXlQB0UMBrAVas53QN9BA,SwyolW6sdndwk6j2Vs7R3w,My favorite restaurant in Boston. The pasta! The service! The tiramisu! The wine! Even... the salad!!! Everything about this place is top notch and I love...,5.0
XT2R-fYEGyus1MP39u2aaw,-8N0DBc5k02I3sxob3Q8og,"Had a great experience last night at the new Dryft. The food was great, we had the Mediterranean App and the Burrata App split between four of us, both were...",5.0
XT2R-fYEGyus1MP39u2aaw,gSC_7kywYkkAArEAXm3vGw,My boyfriend and I went to Dryft to celebrate our anniversary during the first week of outdoor dining under COVID restrictions. We had an incredible...,5.0
XT2R-fYEGyus1MP39u2aaw,O8cohQgx-PEjrmRHAbRmtQ,We had a phenomenal experience at this restaurant. The food was delicious from the appetizer all the way to the dessert. Our waitress recommended their...,5.0
LSmYTw4HvU0lDBK4Mg2KyQ,dIzBMLIgCisMFdxY8zWS8Q,"Good food .. reasonable price. Not a bad place to dine
Good for small group of friends gathering",4.0
LSmYTw4HvU0lDBK4Mg2KyQ,vZSmB-aH8dlHLqpcQd2vVQ,Nice find near the hotel. Good drinks. Didn't eat but menu looked great. Good atmosphere despite useless plexiglass and mask policy to your bar stool. Great...,4.0
LSmYTw4HvU0lDBK4Mg2KyQ,I-rlkFrWhJ5fK3IUkQdBOg,Im noticing that MOSTLY everyone who left a shit review has no picture up. There are alot of jealous people in this world who sit home and spread trash...,5.0
4jYkon2dF4_asouJ8S_gVQ,500W0yqDuTAgV_3VoCFmPQ,After a fun and fabulous night at Ryan Landry's gold dust orphans show up on the third floor we wandered down to find the basement  kitchen. Our first time...,5.0
4jYkon2dF4_asouJ8S_gVQ,fvZo21Ok7rtaFUAekynbLQ,Great place!!! Everything was soooo delicious!!! You definitely need to try traditional Lithuanian - Cepelinai!,5.0
4jYkon2dF4_asouJ8S_gVQ,UvmNrpI9HyrrhA1hW--sbw,"The staff and other patrons were super-friendly, the food was homemade and wonderful, and the place has a very simple, yet comfortable atmosphere. The...",5.0
7MN8kNyuKDZtoSoVdZDCpg,LJy5s-W9ZaeEKf1fXg2ZuA,"One of the best late night spots for snacks and innovative bites 

The menu here is a lot of fun and when it comes to their various apps, you really can't...",5.0
7MN8kNyuKDZtoSoVdZDCpg,LCExwJffw9gU85kimGfcRA,"This place is nice enough, and I've been here several times when I'm in the area. They have a chemistry/periodic table theme, which is very appropriate for...",4.0
7MN8kNyuKDZtoSoVdZDCpg,ScoE9YZk-90p8iGCkprDWg,"Visited Miracle of Science Bar + Grill, what an awesome place. Clean and a great crowd! Miracle of Science Bar + Grill has a great Chicken Quesadilla, it...",5.0
j4GcfVzq1BCXGoPtNGOtgg,neEVYS1VRKm7VQiGyJajuQ,"Went here with some friends after they re-opened a couple of weeks ago. The food was absolutely delicious, and the service was great too. I highly recommend...",5.0
j4GcfVzq1BCXGoPtNGOtgg,LNl-kNif5I9SYIk_Wp8Wzw,"Great little spot.

Stopped here with a big group pre-COVID and everyone enjoyed their food.",4.0
j4GcfVzq1BCXGoPtNGOtgg,2PAJGlAUnJZTOnvdo9q2BQ,"We ordered delivery -- potato pancakes with salmon, potato and cheese pierogis, the Polish Plate, borscht with mushroom dumplings, and blood sausage....",4.0
a17mI6DjjfWDL6dpZS6oBg,oirYGG0Qp51n6SSxyIK7fQ,Adorable spot. Great atmosphere for Sunday brunch. The Bloody Mary was fantastic. The crab cake Benedict was amazing. Everyone else was very pleased with...,5.0
a17mI6DjjfWDL6dpZS6oBg,afAOFNYX8W_05GaQnhi3mQ,"Stopped in for Sunday brunch to celebrate my friend's half marathon finish. The restaurant was full, but not packed and our server was great! They have an...",3.0
a17mI6DjjfWDL6dpZS6oBg,ltycvepnZY4uuGvaVgiUSA,We've visited the restaurant for brunch on a Sunday at noon and had a good number of tables available. This restaurant is located in the heart of Boston in...,3.0
imBg1-qcZ9Wwvw8KsQBcUg,S6dxbFQsQOSYPHPOBpdsng,Pre covid post: came here for some flights on a snowy night and was really impressed with their amount of options for sours. Some were not my cup of tea...,4.0
imBg1-qcZ9Wwvw8KsQBcUg,vUxrb0QweTnDTRzV1j3R8w,"Came close to shutdown on an absolutely dead Sunday night, and honestly, it boosted an already stellar experience - because I got to talk to the staff.

The...",5.0
imBg1-qcZ9Wwvw8KsQBcUg,rg9AeCZlmZDfiVsn_C5k5g,Always love the beer selection here though one of these days I need to come for cocktails. I think the original is in NYC and I was so excited when we got...,4.0
BRPrmJoGYtDRwtPl-vh-zQ,x8Jt821C5ZkJ5t6DhVF6jg,We wanted to get one more evening of Covid style outdoor dining experience before winter settles in. Loved how they decorated their outdoor tent with party...,5.0
BRPrmJoGYtDRwtPl-vh-zQ,lZjTZ1rTxTw4_6SgotYvLA,Nice outdoor space with Fiddlehead on tap. Definitely worth a night out. I hope they survive this whole pandemic!,5.0
BRPrmJoGYtDRwtPl-vh-zQ,Hl97MTPKdmIf2WhD74Plrg,"Best burger in the area, yummy salads and great soups as well. And the mashed potatoes- if you are having a craving, look no further. They have a lovely...",5.0
IjshhPQwClaUK1v7z_7CpQ,DKvW7xOArCrWCb28EUuQDQ,"I respect this business a lot for persevering through the pandemic and providing frontline workers with free meals and supporting them in other ways! 

I...",4.0
IjshhPQwClaUK1v7z_7CpQ,777UhCoKZTtliHs79iTBUw,"This was one of the first places I went to when I moved to Beacon Hill. They have a diverse menu, it was hard to pick! I cant stop thinking about the salad...",4.0
IjshhPQwClaUK1v7z_7CpQ,9jXVr1835Fg1ZPyCybnTxQ,"Nice place, Boston history, check it out.  The service was good, plenty to choose from, oh yea full bar..",4.0
CkmykRQcSfIsbb62F4NQoQ,eBrpFzQ_bctzTbCNwmo8mQ,"I couldn't be so far opposite spectrum of fellow anonymous yelper JJb. We normally eat at La Pizza e La Pasta at Eataly, or the higher end seafood venue...",5.0
CkmykRQcSfIsbb62F4NQoQ,f0fz9v7aA5ofO6757dFwFQ,"Excellent meal service in in times of covid. Typically, Terra is a restaurant that you have to make reservations way in advance. I feel that the service was...",5.0
CkmykRQcSfIsbb62F4NQoQ,7hy7mGMpAqij6E8lrYBUiQ,"Thankful that this restaurant stays open fairly late during this pandemic, as many restaurants in Boston so close before 9pm. I made a reservation easily...",4.0
oIzfAg8hEkzVrxTJaIfoPQ,Rdw1jjlzKyNmrd1szAQ9Dw,"Stopped by for an early dinner. Had the Haddock Imperial, which was delicious. 

Much needed restaurant/bar/gathering space in the commercial dead-zone...",4.0
oIzfAg8hEkzVrxTJaIfoPQ,L117PY3eTm7jyz942_V4Ng,"Last night, tried to enjoy a meal in the neighborhood and clearly things have changed. All the things pictured on this site is outdated. When we went there...",1.0
oIzfAg8hEkzVrxTJaIfoPQ,5-L6bc9x4EuhkDWQLBYZfw,It truly pains me to give this establishment a one star review. I came here with a friend last night and it was absolute chaos in terms of service. We...,1.0
72PQGMhrEcIuWH-S44TprA,tnaBT1wRQNkPKO-mmRqO-A,"We tried their Bao Buns with Tofu, Garlic and Ginger Fried Rice and Udon Noodles with vegetables. 

The food was a bit cold by the time we got home which...",4.0
72PQGMhrEcIuWH-S44TprA,eq_se1bKDk6MaN5SUYLEqA,"Myers & Chang is all that and DIM SUM!

I highly recommend M&C take out for a date night in.  As you and your partner slurp down the variety of noodles...",5.0
72PQGMhrEcIuWH-S44TprA,YQz5YzFlChcywmkkPBonNg,"My friend made a reservation for us to come here in July. They only offered outdoor seating at the time and it was very limited seating (only 3 tables), so...",4.0
h7ENzK5Vp6f1j6iU-U3g4w,4YFDGAewFrSIhaqtf-gapA,"Got an order for pick up earlier this evening.  Burger, delish.  Fries, awesome as always.   Buffalo cauliflower, scrumptious. 

Decided to try the...",5.0
h7ENzK5Vp6f1j6iU-U3g4w,vzaZQy24XZpadALBlK7L1A,"Post-Covid brunch

I would like to get this place 3 1/2 stars.  Went here for a girls brunch date, I felt like there wasn't much Friday with in the menu but...",4.0
h7ENzK5Vp6f1j6iU-U3g4w,q7iRTfv-afL6CC-lEIIarg,I placed an order for pick up over the phone on a Saturday afternoon and ordering was a breeze. However picking up the order was a nightmare. This place was...,3.0
lsqYQYGfpe25wUZk9Wybwg,Y1QG9TR3Nxf2Hw9gBkuy7w,"This is one of my favorite restaurants; they're amazing with GF options and the food is great. The French Cambodian is unusual, but beyond that it's perhaps...",5.0
lsqYQYGfpe25wUZk9Wybwg,nhbpKJYK9zV7gCViSiY2jA,"So phenomenal - where do I even start? 

I visited The Elephant Walk for Dine Out Boston, and ordered the Rouleaux, the chicken main dish, and the Le Peche...",5.0
lsqYQYGfpe25wUZk9Wybwg,J_JcTcNRj1t2klZ_pmEEpg,"It was so good! We have a girls night last time and the o people serving us were so friendly, food was outstanding and we also tried the desert which was...",5.0
A3D8gBGNmt51kvcI0GkaGQ,UjugXLXNQ3nFKaQm719X-g,Idk if this counts cause ive never actually been there but my best friend introduced me to Boom Sauce and let's just say its been an addiction. Then I got...,5.0
A3D8gBGNmt51kvcI0GkaGQ,liA-Hohce5AFIB7eMsV_vA,"Hobo chic in the best way possible. Very unassuming from the outside and inside, very kitschy but don't let it fool you. Their beer list is SERIOUSLY GREAT....",5.0
A3D8gBGNmt51kvcI0GkaGQ,dC_1nTwB0b7VYsz67xvKqg,"Lord Hobo is a fantastic watering hole in an otherwise quiet corner of Cambridge. It's known for its beers, and for good reason -- they brew a number of...",5.0
mTyK9-_6CYY6XYAG56c68Q,tNVerRr0SnUBlMZMK3NshQ,"Carrie Nation is a large, classic American restaurant and bar in Beacon Hill that is casual. The service is excellent. One night after work I had to get...",5.0
mTyK9-_6CYY6XYAG56c68Q,FPOm8WV6O9BIzlzJni8hVw,"This review is for the Drag Brunch which I would HIGHLY recommend. 

If you plan on attending not only do you buy the tickets to the show, but you have to...",3.0
mTyK9-_6CYY6XYAG56c68Q,1YX2okBD4RtURtCKGCIvoQ,"What a cute little cocktail club in downtown! This is definitely an underrated spot, but it is a great place to grab a drink whether you want it to be...",5.0
sYhfhua7GWiGLQkIUP_TWQ,Sa5xHAcl2IiX7cywIUSCpQ,"Oh my, I love this place. I've been coming here for years and clearly I'm not tired of this place yet. I've came for date nights, work parties, lunch date...",4.0
sYhfhua7GWiGLQkIUP_TWQ,oucTzZ5f3mtuZ-mvN_sqLw,"I came to Earls today for brunch and I was not disappointed. My server, Selena, was the sweetest! With COVID happening, Earls had shields up between booths...",4.0
sYhfhua7GWiGLQkIUP_TWQ,JiXsPvNtdyqRkEXizC-JFw,This is a good place to go for a lunch or a casual weeknight dinner. It's a Canadian chain with a bar/steak/sushi menu. I had the poke bowl last time which...,4.0
1gqr3FWG4mIhmFetBZWlDg,cTY5X43pGnb1Knx4xx9mbA,"This is your run-of-the-mill hotel bar. I never tried the food, but the drinks were just about what you would expect, although at a slightly higher price....",3.0
1gqr3FWG4mIhmFetBZWlDg,k891kLxOc9bTj8xOB78nrw,Great cocktails and atmosphere. Very chill vibes and activities at the lounge. Really cool and trendy place to go grab a drink and appetizers.,5.0
1gqr3FWG4mIhmFetBZWlDg,8QSV1T7poPiKONjsyD7czA,"We stayed at this boutique hotel for a few days and it was lovely. We enjoyed going downstairs for a few tapas, cocktails and nice atmosphere.",5.0
WlsDN2Gh3_04c-FnWjzw7g,DTrqhhuaD1neQCxZHFrbDA,I finally returned to Waypoint yesterday since the start of the pandemic. It is one of my favorite date night restaurants near Harvard Square. We enjoyed...,5.0
WlsDN2Gh3_04c-FnWjzw7g,wWvmvrf2YksvtwE7-hWgmA,"The food was good. Service was good.  Company was good. location was good. 

Do check your credit card receipts.  While doing taxes I found that my very...",3.0
WlsDN2Gh3_04c-FnWjzw7g,eX7yjytn6XdiM84eYYUY2g,"Came for the great food and $1 oysters, came back cause of Tony the bartender. Great food great staff.",5.0
IhjP8q2cHol4ziuiDFdK2Q,xquKbv2-1B3TN11gPE5WcA,"Not a bad spot to get all kinds of Asian food in Southie. Like many Boston sushi places, I thought the prices were steep in general and for the quality...",4.0
IhjP8q2cHol4ziuiDFdK2Q,jhSJ7XNSDk382OLB2ReDBg,"If you're looking for a fun night out, good atmosphere and some Asian mix cuisine, I'd say this is a decent spot. Overall had a good time here but wouldn't...",4.0
IhjP8q2cHol4ziuiDFdK2Q,IE_5ewdQE6SP1EW8Wyr0lQ,"I've used Caviar to order from fat baby twice.  The first time food never arrived, was moved to 5 or 6 drivers, I had to call Caviar for a...",1.0
Ref2YEgk0-2BojAPYYND2Q,V7bI9BQA8PT_Hs7qBjmAgQ,"It must have been incredibly difficult deciding to open up a restaurant during Covid, but I'm so glad they did! Both the bakery (Cafe Beatrice) and the...",5.0
Ref2YEgk0-2BojAPYYND2Q,WN7Cv1dXljbN2O0UXb1Ahw,This is the place that no one knows about yet and if it weren't for covid it would be impossible to get into. All I can say is you need to sit at the bar...,5.0
Ref2YEgk0-2BojAPYYND2Q,KxdceIvHL4KOjt4wZlz89A,"The Lexington is finally open!!! We've driven by so many times eagerly awaiting for this moment. Despite the less than ideal pandemic environment, The...",4.0
V8_e5MRjfexH4WFBqjDWCg,QMxcgsCzx0UPd99rNJI_Ww,"I was hesitant to try this place after reading the reviews, but it was pouring rain and I was exhausted and this was right next door to my hotel so I gave...",4.0
V8_e5MRjfexH4WFBqjDWCg,IbZ2xeaarOkIFNQmTx2KDg,"Great service! We came in twice during our weekend trip as it was next door to our hotel. Great staff, great service and the food was really good! I did the...",5.0
V8_e5MRjfexH4WFBqjDWCg,jJdS0FCxhSh3CMFxXkxaRQ,"Good service, cold beer, ... Chili was meh. Other dishes pretty standard. Probably not returning to any spot since I don't live here but I'd come
Back here...",3.0
zEel4VKJtybhJurBaHbsuw,Qbw7i3hXxMXcn1NtIcNY4g,Our one food stop for Massachusetts.  We heard about Boston's deep fried Fluffah Nutta and it did not disappoint.  The cod was delicious with the yummy...,5.0
zEel4VKJtybhJurBaHbsuw,nY-DJPRrBiKFd_ysad84Lg,"Covid-19 review: First things first, I live right down the street so pre-quarantine this was one of my weekly spots. My word of mouth review to friends...",5.0
